,Month,Trend_Value,Search_Term
1599,2009-03,NA,Ketogenic
1600,2009-04,NA,Ketogenic
1601,2009-05,NA,Ketogenic
1602,2009-06,NA,Ketogenic
1603,2009-07,NA,Ketogenic
1604,2009-08,NA,Ketogenic
1605,2009-09,NA,Ketogenic
1606,2009-10,NA,Ketogenic
1607,2009-11,NA,Ketogenic
1608,2009-12,NA,Ketogenic
1609,2010-01,NA,Ketogenic
1610,2010-02,NA,Ketogenic
1611,2010-03,NA,Ketogenic
1612,2010-04,NA,Ketogenic
1613,2010-05,NA,Ketogenic
1614,2010-06,NA,Ketogenic
1615,2010-07,NA,Ketogenic
1616,2010-08,NA,Ketogenic
1617,2010-09,NA,Ketogenic
1618,2010-10,NA,Ketogenic
1619,2010-11,NA,Ketogenic
1620,2010-12,1,Ketogenic
1621,2011-01,NA,Ketogenic
1622,2011-02,NA,Ketogenic
1623,2011-03,NA,Ketogenic
1624,2011-04,1,Ketogenic
1625,2011-05,1,Ketogenic
1626,2011-06,1,Ketogenic
1627,2011-07,1,Ketogenic
1628,2011-08,NA,Ketogenic
1629,2011-09,NA,Ketogenic
1630,2011-10,NA,Ketogenic
1631,2011-11,NA,Ketogenic
1632,2011-12,NA,Ketogenic
1633,2012-01,1,Ketogenic
1634,2012-02,1,Ketogenic
1635,2012-03,1,Ketogenic
1636,2012-04,1,Ketogenic
1637,2012-05,1,Ketogenic
1638,2012-06,1,Ketogenic
1639,2012-07,1,Ketogenic
1640,2012-08,1,Ketogenic
1641,2012-09,1,Ketogenic
1642,2012-10,1,Ketogenic
1643,2012-11,1,Ketogenic
1644,2012-12,1,Ketogenic
1645,2013-01,1,Ketogenic
1646,2013-02,1,Ketogenic
1647,2013-03,1,Ketogenic
1648,2013-04,1,Ketogenic
1649,2013-05,1,Ketogenic
1650,2013-06,1,Ketogenic
1651,2013-07,1,Ketogenic
1652,2013-08,1,Ketogenic
1653,2013-09,1,Ketogenic
1654,2013-10,2,Ketogenic
1655,2013-11,1,Ketogenic
1656,2013-12,1,Ketogenic
1657,2014-01,2,Ketogenic
1658,2014-02,2,Ketogenic
1659,2014-03,2,Ketogenic
1660,2014-04,2,Ketogenic
1661,2014-05,2,Ketogenic
1662,2014-06,2,Ketogenic
1663,2014-07,2,Ketogenic
1664,2014-08,2,Ketogenic
1665,2014-09,2,Ketogenic
1666,2014-10,2,Ketogenic
1667,2014-11,2,Ketogenic
1668,2014-12,2,Ketogenic
1669,2015-01,3,Ketogenic
1670,2015-02,2,Ketogenic
1671,2015-03,3,Ketogenic
1672,2015-04,3,Ketogenic
1673,2015-05,2,Ketogenic
1674,2015-06,2,Ketogenic
1675,2015-07,3,Ketogenic
1676,2015-08,3,Ketogenic
1677,2015-09,3,Ketogenic
1678,2015-10,2,Ketogenic
1679,2015-11,2,Ketogenic
1680,2015-12,2,Ketogenic
1681,2016-01,4,Ketogenic
1682,2016-02,4,Ketogenic
1683,2016-03,4,Ketogenic
1684,2016-04,4,Ketogenic
1685,2016-05,5,Ketogenic
1686,2016-06,5,Ketogenic
1687,2016-07,6,Ketogenic
1688,2016-08,6,Ketogenic
1689,2016-09,6,Ketogenic
1690,2016-10,6,Ketogenic
1691,2016-11,5,Ketogenic
1692,2016-12,6,Ketogenic
1693,2017-01,11,Ketogenic
1694,2017-02,11,Ketogenic
1695,2017-03,13,Ketogenic
1696,2017-04,15,Ketogenic
1697,2017-05,15,Ketogenic
1698,2017-06,18,Ketogenic
1699,2017-07,19,Ketogenic
1700,2017-08,20,Ketogenic
1701,2017-09,19,Ketogenic
1702,2017-10,22,Ketogenic
1703,2017-11,18,Ketogenic
1704,2017-12,20,Ketogenic
1705,2018-01,40,Ketogenic
1706,2018-02,37,Ketogenic
1707,2018-03,37,Ketogenic
1708,2018-04,46,Ketogenic
1709,2018-05,57,Ketogenic
1710,2018-06,60,Ketogenic
1711,2018-07,70,Ketogenic
1712,2018-08,68,Ketogenic
1713,2018-09,56,Ketogenic
1714,2018-10,51,Ketogenic
1715,2018-11,48,Ketogenic
1716,2018-12,47,Ketogenic
1717,2019-01,100,Ketogenic
1718,2019-02,81,Ketogenic
1719,2019-03,72,Ketogenic
1720,2019-04,66,Ketogenic
1721,2019-05,59,Ketogenic
1722,2019-06,60,Ketogenic
1723,2019-07,61,Ketogenic
1724,2019-08,63,Ketogenic
1725,2019-09,57,Ketogenic
1726,2019-10,53,Ketogenic
1727,2019-11,43,Ketogenic
1728,2019-12,37,Ketogenic
1729,2004-01,54,Statin
1730,2004-02,61,Statin
1731,2004-03,87,Statin
1732,2004-04,70,Statin
1733,2004-05,76,Statin
1734,2004-06,95,Statin
1735,2004-07,90,Statin
1736,2004-08,70,Statin
1737,2004-09,77,Statin
1738,2004-10,80,Statin
1739,2004-11,71,Statin
1740,2004-12,68,Statin
1741,2005-01,70,Statin
1742,2005-02,64,Statin
1743,2005-03,64,Statin
1744,2005-04,62,Statin
1745,2005-05,75,Statin
1746,2005-06,64,Statin
1747,2005-07,59,Statin
1748,2005-08,59,Statin
1749,2005-09,48,Statin
1750,2005-10,56,Statin
1751,2005-11,60,Statin
1752,2005-12,48,Statin
1753,2006-01,67,Statin
1754,2006-02,56,Statin
1755,2006-03,66,Statin
1756,2006-04,59,Statin
1757,2006-05,52,Statin
1758,2006-06,55,Statin
1759,2006-07,53,Statin
1760,2006-08,51,Statin
1761,2006-09,51,Statin
1762,2006-10,57,Statin
1763,2006-11,52,Statin
1764,2006-12,46,Statin
1765,2007-01,53,Statin
1766,2007-02,58,Statin
1767,2007-03,53,Statin
1768,2007-04,56,Statin
1769,2007-05,48,Statin
1770,2007-06,51,Statin
1771,2007-07,58,Statin
1772,2007-08,59,Statin
1773,2007-09,56,Statin
1774,2007-10,55,Statin
1775,2007-11,54,Statin
1776,2007-12,51,Statin
1777,2008-01,67,Statin
1778,2008-02,67,Statin
1779,2008-03,51,Statin
1780,2008-04,61,Statin
1781,2008-05,46,Statin
1782,2008-06,56,Statin
1783,2008-07,63,Statin
1784,2008-08,57,Statin
1785,2008-09,48,Statin
1786,2008-10,46,Statin
1787,2008-11,86,Statin
1788,2008-12,56,Statin
1789,2009-01,54,Statin
1790,2009-02,57,Statin
1791,2009-03,62,Statin
1792,2009-04,64,Statin
1793,2009-05,51,Statin
1794,2009-06,52,Statin
1795,2009-07,55,Statin
1796,2009-08,55,Statin
1797,2009-09,53,Statin
1798,2009-10,53,Statin
1799,2009-11,60,Statin
1800,2009-12,45,Statin
1801,2010-01,48,Statin
1802,2010-02,55,Statin
1803,2010-03,57,Statin
1804,2010-04,55,Statin
1805,2010-05,49,Statin
1806,2010-06,51,Statin
1807,2010-07,48,Statin
1808,2010-08,55,Statin
1809,2010-09,46,Statin
1810,2010-10,51,Statin
1811,2010-11,45,Statin
1812,2010-12,39,Statin
1813,2011-01,48,Statin
1814,2011-02,51,Statin
1815,2011-03,53,Statin
1816,2011-04,49,Statin
1817,2011-05,49,Statin
1818,2011-06,53,Statin
1819,2011-07,47,Statin
1820,2011-08,48,Statin
1821,2011-09,47,Statin
1822,2011-10,49,Statin
1823,2011-11,49,Statin
1824,2011-12,42,Statin
1825,2012-01,63,Statin
1826,2012-02,71,Statin
1827,2012-03,81,Statin
1828,2012-04,56,Statin
1829,2012-05,52,Statin
1830,2012-06,53,Statin
1831,2012-07,45,Statin
1832,2012-08,48,Statin
1833,2012-09,46,Statin
1834,2012-10,54,Statin
1835,2012-11,53,Statin
1836,2012-12,45,Statin
1837,2013-01,44,Statin
1838,2013-02,48,Statin
1839,2013-03,55,Statin
1840,2013-04,51,Statin
1841,2013-05,50,Statin
1842,2013-06,54,Statin
1843,2013-07,52,Statin
1844,2013-08,53,Statin
1845,2013-09,53,Statin
1846,2013-10,49,Statin
1847,2013-11,100,Statin
1848,2013-12,57,Statin
1849,2014-01,58,Statin
1850,2014-02,53,Statin
1851,2014-03,60,Statin
1852,2014-04,57,Statin
1853,2014-05,55,Statin
1854,2014-06,51,Statin
1855,2014-07,53,Statin
1856,2014-08,55,Statin
1857,2014-09,62,Statin
1858,2014-10,60,Statin
1859,2014-11,57,Statin
1860,2014-12,48,Statin
1861,2015-01,58,Statin
1862,2015-02,57,Statin
1863,2015-03,62,Statin
1864,2015-04,59,Statin
1865,2015-05,51,Statin
1866,2015-06,64,Statin
1867,2015-07,64,Statin
1868,2015-08,62,Statin
1869,2015-09,58,Statin
1870,2015-10,64,Statin
1871,2015-11,61,Statin
1872,2015-12,55,Statin
1873,2016-01,51,Statin
1874,2016-02,60,Statin
1875,2016-03,55,Statin
1876,2016-04,65,Statin
1877,2016-05,55,Statin
1878,2016-06,55,Statin
1879,2016-07,53,Statin
1880,2016-08,52,Statin
1881,2016-09,54,Statin
1882,2016-10,55,Statin
1883,2016-11,55,Statin
1884,2016-12,47,Statin
1885,2017-01,53,Statin
1886,2017-02,61,Statin
1887,2017-03,61,Statin
1888,2017-04,60,Statin
1889,2017-05,55,Statin
1890,2017-06,55,Statin
1891,2017-07,56,Statin
1892,2017-08,57,Statin
1893,2017-09,55,Statin
1894,2017-10,62,Statin
1895,2017-11,52,Statin
1896,2017-12,50,Statin
1897,2018-01,54,Statin
1898,2018-02,58,Statin
1899,2018-03,64,Statin
1900,2018-04,64,Statin
1901,2018-05,56,Statin
1902,2018-06,58,Statin
1903,2018-07,59,Statin
1904,2018-08,60,Statin
1905,2018-09,58,Statin
1906,2018-10,62,Statin
1907,2018-11,64,Statin
1908,2018-12,56,Statin
1909,2019-01,65,Statin
1910,2019-02,69,Statin
1911,2019-03,70,Statin
1912,2019-04,69,Statin
1913,2019-05,61,Statin
1914,2019-06,61,Statin
1915,2019-07,63,Statin
1916,2019-08,59,Statin
1917,2019-09,64,Statin
1918,2019-10,65,Statin
1919,2019-11,64,Statin
1920,2019-12,58,Statin
1921,2004-01,78,Stress
1922,2004-02,83,Stress
1923,2004-03,95,Stress
1924,2004-04,95,Stress
1925,2004-05,83,Stress
1926,2004-06,72,Stress
1927,2004-07,80,Stress
1928,2004-08,74,Stress
1929,2004-09,96,Stress
1930,2004-10,92,Stress
1931,2004-11,100,Stress
1932,2004-12,86,Stress
1933,2005-01,75,Stress
1934,2005-02,82,Stress
1935,2005-03,82,Stress
1936,2005-04,95,Stress
1937,2005-05,77,Stress
1938,2005-06,70,Stress
1939,2005-07,65,Stress
1940,2005-08,61,Stress
1941,2005-09,75,Stress
1942,2005-10,83,Stress
1943,2005-11,84,Stress
1944,2005-12,69,Stress
1945,2006-01,65,Stress
1946,2006-02,78,Stress
1947,2006-03,85,Stress
1948,2006-04,88,Stress
1949,2006-05,79,Stress
1950,2006-06,58,Stress
1951,2006-07,59,Stress
1952,2006-08,58,Stress
1953,2006-09,74,Stress
1954,2006-10,83,Stress
1955,2006-11,78,Stress
1956,2006-12,61,Stress
1957,2007-01,67,Stress
1958,2007-02,77,Stress
1959,2007-03,76,Stress
1960,2007-04,76,Stress
1961,2007-05,70,Stress
1962,2007-06,64,Stress
1963,2007-07,60,Stress
1964,2007-08,62,Stress
1965,2007-09,70,Stress
1966,2007-10,84,Stress
1967,2007-11,82,Stress
1968,2007-12,65,Stress
1969,2008-01,63,Stress
1970,2008-02,76,Stress
1971,2008-03,74,Stress
1972,2008-04,82,Stress
1973,2008-05,74,Stress
1974,2008-06,61,Stress
1975,2008-07,62,Stress
1976,2008-08,57,Stress
1977,2008-09,68,Stress
1978,2008-10,80,Stress
1979,2008-11,77,Stress
1980,2008-12,65,Stress
1981,2009-01,63,Stress
1982,2009-02,82,Stress
1983,2009-03,79,Stress
1984,2009-04,87,Stress
1985,2009-05,78,Stress
1986,2009-06,64,Stress
1987,2009-07,60,Stress
1988,2009-08,60,Stress
1989,2009-09,73,Stress
1990,2009-10,82,Stress
1991,2009-11,78,Stress
1992,2009-12,68,Stress
1993,2010-01,63,Stress
1994,2010-02,77,Stress
1995,2010-03,80,Stress
1996,2010-04,79,Stress
1997,2010-05,71,Stress
1998,2010-06,62,Stress
1999,2010-07,61,Stress
2000,2010-08,59,Stress
2001,2010-09,73,Stress
2002,2010-10,76,Stress
2003,2010-11,73,Stress
2004,2010-12,63,Stress
2005,2011-01,69,Stress
2006,2011-02,78,Stress
2007,2011-03,82,Stress
2008,2011-04,80,Stress
2009,2011-05,72,Stress
2010,2011-06,66,Stress
2011,2011-07,63,Stress
2012,2011-08,64,Stress
2013,2011-09,76,Stress
2014,2011-10,78,Stress
2015,2011-11,77,Stress
2016,2011-12,67,Stress
2017,2012-01,66,Stress
2018,2012-02,77,Stress
2019,2012-03,78,Stress
2020,2012-04,78,Stress
2021,2012-05,72,Stress
2022,2012-06,61,Stress
2023,2012-07,60,Stress
2024,2012-08,68,Stress
2025,2012-09,73,Stress
2026,2012-10,78,Stress
2027,2012-11,73,Stress
2028,2012-12,64,Stress
2029,2013-01,64,Stress
2030,2013-02,78,Stress
2031,2013-03,73,Stress
2032,2013-04,82,Stress
2033,2013-05,72,Stress
2034,2013-06,62,Stress
2035,2013-07,61,Stress
2036,2013-08,65,Stress
2037,2013-09,76,Stress
2038,2013-10,81,Stress
2039,2013-11,76,Stress
2040,2013-12,66,Stress
2041,2014-01,66,Stress
2042,2014-02,79,Stress
2043,2014-03,77,Stress
2044,2014-04,80,Stress
2045,2014-05,77,Stress
2046,2014-06,61,Stress
2047,2014-07,65,Stress
2048,2014-08,66,Stress
2049,2014-09,76,Stress
2050,2014-10,78,Stress
2051,2014-11,73,Stress
2052,2014-12,69,Stress
2053,2015-01,69,Stress
2054,2015-02,74,Stress
2055,2015-03,79,Stress
2056,2015-04,85,Stress
2057,2015-05,69,Stress
2058,2015-06,64,Stress
2059,2015-07,65,Stress
2060,2015-08,65,Stress
2061,2015-09,79,Stress
2062,2015-10,82,Stress
2063,2015-11,85,Stress
2064,2015-12,72,Stress
2065,2016-01,70,Stress
2066,2016-02,85,Stress
2067,2016-03,83,Stress
2068,2016-04,85,Stress
2069,2016-05,76,Stress
2070,2016-06,65,Stress
2071,2016-07,64,Stress
2072,2016-08,64,Stress
2073,2016-09,82,Stress
2074,2016-10,81,Stress
2075,2016-11,81,Stress
2076,2016-12,78,Stress
2077,2017-01,76,Stress
2078,2017-02,88,Stress
2079,2017-03,86,Stress
2080,2017-04,88,Stress
2081,2017-05,76,Stress
2082,2017-06,67,Stress
2083,2017-07,70,Stress
2084,2017-08,70,Stress
2085,2017-09,77,Stress
2086,2017-10,89,Stress
2087,2017-11,86,Stress
2088,2017-12,77,Stress
2089,2018-01,75,Stress
2090,2018-02,87,Stress
2091,2018-03,85,Stress
2092,2018-04,86,Stress
2093,2018-05,76,Stress
2094,2018-06,70,Stress
2095,2018-07,66,Stress
2096,2018-08,74,Stress
2097,2018-09,83,Stress
2098,2018-10,90,Stress
2099,2018-11,84,Stress
2100,2018-12,77,Stress
2101,2019-01,75,Stress
2102,2019-02,89,Stress
2103,2019-03,90,Stress
2104,2019-04,90,Stress
2105,2019-05,80,Stress
2106,2019-06,72,Stress
2107,2019-07,69,Stress
2108,2019-08,73,Stress
2109,2019-09,84,Stress
2110,2019-10,90,Stress
2111,2019-11,82,Stress
2112,2019-12,75,Stress
